22,10,206,opel
10,11,184,bus
7,10,187,saab
12,3,190,saab
1,15,182,bus
3,16,190,saab
0,2,193,opel
7,15,183,van
9,13,181,bus
7,33,193,opel
9,0,185,van
14,5,190,van
6,16,184,bus
14,3,196,opel
7,14,179,bus
11,9,181,opel
3,1,183,van
7,7,188,bus
1,6,188,opel
2,23,187,van
2,0,198,opel
12,26,186,opel
9,13,186,bus
17,13,185,saab
13,23,186,opel
7,16,182,saab
2,14,198,bus
13,0,191,opel
0,20,187,bus
9,31,180,bus
7,16,194,saab
11,15,189,saab
1,4,188,van
0,29,187,opel
7,22,184,bus
2,19,199,bus
7,29,188,opel
9,20,192,saab
9,0,187,opel
1,3,179,bus
2,21,187,opel
0,25,190,saab
3,5,197,opel
2,20,196,bus
4,14,185,van
0,15,180,bus
5,15,192,saab
0,11,186,opel
3,19,188,saab
6,12,189,bus
4,16,180,bus
2,9,184,van
5,10,189,van
5,17,186,opel
11,18,199,opel
18,4,196,saab
9,15,187,opel
7,41,194,saab
7,29,197,opel
16,16,180,saab
2,8,186,van
0,21,177,opel
16,14,184,saab
0,19,193,saab
9,17,194,van
6,13,184,van
2,21,182,bus
2,3,180,saab
13,5,181,van
4,19,203,saab
5,10,197,bus
5,4,179,bus
0,14,200,bus
8,9,184,bus
4,9,195,van
5,13,181,saab
3,16,185,van
13,31,191,saab
3,8,193,bus
7,30,197,opel
5,38,191,opel
4,9,180,bus
3,10,188,saab
1,14,182,van
4,8,199,van
2,7,189,opel
8,30,181,opel
9,21,190,saab
4,8,181,bus
0,0,188,opel
12,4,187,opel
18,2,191,saab
4,11,189,opel
1,12,181,bus
6,5,189,opel
9,14,180,bus
9,3,201,van
1,22,187,saab
11,8,183,van
5,9,185,van
1,24,190,saab
15,3,197,van
8,21,188,saab
4,9,188,bus
1,2,189,saab
12,8,183,van
14,30,189,saab
0,26,189,saab
11,8,193,opel
6,7,193,bus
6,3,188,saab
6,4,196,bus
4,16,188,van
7,6,190,van
1,32,186,opel
10,25,186,opel
7,1,179,van
9,18,189,opel
13,10,190,opel
0,33,194,opel
4,15,184,van
1,10,179,bus
2,29,189,opel
20,8,195,opel
6,20,194,bus
10,6,199,van
4,13,195,bus
8,22,192,opel
9,2,184,van
10,21,189,saab
12,20,192,opel
0,16,183,bus
5,0,181,bus
5,40,196,saab
8,4,179,bus
5,7,186,saab
3,8,190,bus
5,38,190,opel
11,4,193,bus
6,1,189,bus
1,1,193,opel
5,11,185,saab
3,4,180,opel
1,3,182,van
10,7,183,van
4,6,194,bus
19,15,202,opel
1,26,186,opel
5,34,192,saab
4,8,179,bus
6,19,191,saab
6,21,188,saab
1,9,192,opel
1,22,196,bus
1,13,192,van
0,7,179,bus
3,12,191,van
3,6,201,van
12,12,184,van
4,11,181,bus
5,0,183,bus
4,14,195,saab
0,28,189,opel
10,14,187,opel
8,35,187,opel
7,13,192,van
5,16,184,van
9,32,195,opel
10,7,187,saab
5,12,187,opel
9,14,188,bus
2,0,185,van
10,8,187,bus
19,2,181,saab
2,17,196,van
0,13,189,van
3,23,198,bus
8,2,179,bus
6,14,187,opel
10,8,193,van
6,14,187,saab
4,16,179,bus
0,10,199,saab
0,19,187,bus
1,1,197,opel
3,18,201,saab
2,2,180,bus
8,4,185,opel
