66,156,67,7,bus
77,199,71,7,bus
70,124,52,6,van
66,123,55,5,van
103,234,73,10,saab
105,202,61,11,opel
92,197,63,10,opel
72,162,60,8,saab
44,110,54,2,van
66,120,53,7,bus
70,166,66,7,bus
109,202,59,11,saab
66,125,58,6,bus
70,149,65,8,bus
101,213,64,11,saab
59,116,53,7,van
70,158,64,6,bus
108,206,61,11,saab
63,135,56,5,saab
95,202,66,9,saab
89,194,62,9,opel
53,114,53,6,van
65,125,54,7,bus
51,111,54,5,van
66,154,59,6,opel
103,222,72,12,opel
110,186,56,11,saab
73,161,68,8,van
80,206,70,6,bus
60,122,56,6,opel
100,215,69,10,opel
100,201,66,10,saab
64,173,69,7,bus
68,125,57,8,bus
101,199,65,9,opel
53,122,57,4,saab
86,306,126,49,van
108,193,57,10,opel
98,192,58,11,opel
85,164,64,11,van
69,141,62,7,bus
96,202,65,10,opel
66,154,65,6,bus
109,230,70,11,opel
81,231,97,46,van
80,158,59,8,opel
72,144,56,6,saab
62,129,59,6,van
70,151,61,8,bus
73,154,65,7,bus
109,224,67,9,opel
64,111,48,8,van
71,165,70,7,bus
62,144,59,8,van
64,151,62,8,van
54,119,57,6,saab
89,168,54,4,bus
80,180,67,8,saab
76,149,57,7,saab
73,167,69,8,van
108,168,53,11,opel
51,116,56,4,opel
92,197,62,10,saab
63,134,59,6,van
100,227,67,4,bus
68,148,64,7,bus
66,121,52,4,opel
63,135,59,5,opel
106,188,57,7,bus
70,130,58,8,bus
77,157,56,7,saab
84,205,71,7,bus
91,191,62,8,opel
103,167,49,7,bus
70,133,55,8,van
81,166,67,9,van
104,184,60,9,saab
103,211,65,11,opel
108,184,54,12,opel
60,143,59,7,van
58,140,59,6,van
85,174,66,9,van
108,228,68,12,saab
84,209,75,6,bus
62,147,60,6,van
103,216,69,11,opel
75,144,59,6,opel
101,199,65,11,saab
104,196,63,10,saab
71,150,63,8,van
71,123,53,8,saab
105,212,64,11,opel
72,142,56,7,saab
76,138,55,8,van
75,132,54,7,saab
68,136,56,8,van
109,194,56,6,bus
87,169,67,10,van
70,179,75,6,bus
94,215,67,9,saab
82,136,54,10,van
77,144,54,7,opel
64,130,59,8,opel
64,121,55,7,bus
88,162,64,11,van
65,124,56,6,bus
96,203,66,10,saab
85,189,64,8,saab
98,154,47,4,bus
104,223,66,10,saab
103,200,62,10,saab
84,133,55,11,van
72,139,59,5,saab
70,126,56,6,bus
47,110,55,3,van
90,172,67,9,van
68,169,73,6,bus
94,209,67,10,opel
77,165,60,7,saab
78,149,55,7,opel
63,130,58,5,saab
76,175,60,9,saab
109,199,57,5,bus
98,212,63,9,opel
98,225,71,10,opel
102,201,64,11,saab
70,139,59,7,bus
85,163,68,10,van
82,164,60,8,opel
68,127,54,7,van
85,144,58,10,van
69,161,59,7,saab
100,163,53,10,opel
85,149,59,11,van
108,207,64,12,saab
40,115,57,3,saab
107,211,62,8,opel
100,168,55,11,opel
68,150,64,7,van
100,194,60,10,saab
103,212,65,11,saab
104,213,67,9,saab
98,209,64,11,opel
83,178,61,8,opel
77,151,59,8,opel
82,133,56,11,van
104,214,67,9,opel
42,110,57,3,opel
68,120,53,6,bus
109,221,69,12,saab
82,136,54,6,opel
76,203,73,7,bus
76,180,71,6,bus
74,183,70,6,bus
70,194,70,6,bus
74,135,59,9,van
103,215,69,10,opel
83,195,65,6,opel
84,149,57,8,opel
72,136,61,7,bus
84,138,57,10,van
73,173,65,6,bus
83,154,56,6,saab
75,172,60,8,opel
102,169,51,6,bus
83,169,61,8,saab
105,203,62,11,saab
72,139,60,6,bus
74,187,68,8,saab
93,193,62,8,opel
85,163,66,11,van
106,180,51,6,bus
89,176,59,9,opel
85,161,64,10,van
60,130,62,5,van
66,155,65,22,bus
100,197,59,10,opel
68,123,53,7,bus
73,141,57,8,opel
75,136,58,10,van
92,194,60,6,bus
101,228,70,9,opel
76,142,57,10,van
92,193,62,10,opel
105,182,59,10,opel
102,246,75,6,bus
80,151,62,6,saab
104,175,58,10,opel
75,137,56,7,saab
79,185,69,6,bus
96,196,63,9,opel
76,156,64,7,bus
107,235,67,6,bus
100,206,63,10,saab
89,181,62,8,saab
80,154,64,9,van
107,189,56,11,opel
101,238,72,4,bus
73,191,73,6,bus
108,211,65,10,opel
78,191,65,8,saab
77,155,60,7,opel
64,122,54,6,bus
98,211,70,10,opel
78,146,58,7,saab
96,206,63,9,opel
73,173,68,7,bus
83,162,64,10,van
63,126,55,7,bus
80,169,59,7,saab
100,204,62,12,opel
104,217,67,10,saab
76,159,65,5,bus
68,120,53,8,bus
85,161,65,12,van
76,143,59,8,van
98,177,56,10,opel
80,186,62,7,opel
105,197,60,11,saab
81,156,57,8,opel
101,186,59,9,saab
74,178,62,9,opel
57,132,62,6,saab
60,115,54,5,van
58,125,58,5,opel
54,119,53,5,saab
105,209,61,11,saab
90,166,65,10,van
81,147,64,11,van
102,181,52,6,bus
62,140,62,7,saab
51,115,56,5,van
78,165,57,8,saab
79,180,65,7,bus
65,116,53,6,bus
72,193,72,6,bus
96,191,57,6,bus
79,159,63,8,van
52,121,57,4,saab
85,157,64,11,van
109,193,59,10,saab
76,188,76,7,bus
83,194,63,9,opel
105,219,68,9,opel
66,130,57,6,bus
107,222,68,11,saab
78,134,56,11,van
82,170,65,9,van
100,199,62,9,opel
80,133,55,7,opel
86,167,60,7,saab
105,183,51,6,bus
76,169,60,8,opel
83,165,60,7,opel
104,191,57,12,saab
103,212,67,10,opel
70,147,65,8,bus
103,186,57,11,opel
64,128,56,8,bus
66,151,61,8,van
104,189,59,10,saab
73,136,58,11,van
85,160,64,11,van
106,211,64,9,saab
63,144,59,7,van
98,193,60,10,saab
68,152,62,7,bus
83,187,63,7,saab
57,114,48,7,van
108,204,64,11,saab
106,221,68,11,saab
96,188,59,9,opel
89,199,65,6,bus
103,210,63,11,saab
83,198,69,6,bus
80,147,62,8,van
58,125,55,5,van
91,179,57,11,opel
108,227,70,11,opel
53,121,59,5,van
105,216,68,11,opel
76,166,60,7,opel
105,209,64,11,opel
87,162,64,10,van
65,128,56,8,bus
98,224,68,11,opel
63,130,55,7,opel
80,207,71,6,bus
84,158,62,10,van
89,213,71,5,bus
101,204,62,12,opel
58,119,56,4,van
98,192,63,9,saab
104,222,67,9,opel
72,150,64,7,bus
68,150,69,5,bus
71,171,61,9,saab
59,132,58,7,bus
83,166,60,8,saab
73,158,64,7,bus
107,222,68,10,opel
94,208,66,5,bus
73,152,63,6,bus
69,146,59,7,opel
100,186,61,10,saab
66,129,55,7,opel
77,132,56,10,van
82,137,56,10,van
86,207,69,5,bus
96,201,61,10,opel
104,186,59,10,opel
100,178,58,8,saab
68,120,54,8,bus
90,188,61,10,saab
77,161,62,7,saab
77,156,56,7,opel
73,174,68,7,bus
87,164,64,9,van
66,126,57,8,bus
66,130,55,7,van
76,155,62,8,van
76,125,54,10,van
103,161,47,4,bus
69,146,64,6,bus
98,197,62,11,saab
76,172,61,8,opel
100,194,62,11,opel
107,200,61,11,opel
64,158,68,9,van
85,139,56,11,van
107,215,62,10,opel
103,213,68,11,saab
96,185,57,10,opel
98,201,61,6,bus
81,144,60,9,van
71,170,70,6,bus
66,140,58,6,saab
88,170,66,9,van
81,162,68,10,van
81,193,69,5,bus
66,120,54,5,bus
101,219,69,11,opel
60,131,56,6,van
103,205,63,11,saab
65,113,50,8,bus
79,176,59,9,saab
95,189,58,4,bus
66,159,59,7,opel
80,171,58,9,saab
72,118,52,7,bus
60,128,56,5,opel
